set STUDENTS := 1..200;
set ROOMS := 1..100;

param roomRanking := 
   109 84 82
   109 85 50
   109 86 19
   109 87 14
   109 88 97
   109 89 80
   109 90 41
   109 91 92
   109 92 36
   109 93 95
   109 94 82
   109 95 37
   109 96 18
   109 97 7
   109 98 5
   109 99 20
   109 100 16
   110 1 43
   110 2 80
   110 3 79
   110 4 57
   110 5 25
   110 6 43
   110 7 54
   110 8 30
   110 9 57
   110 10 55
   110 11 67
   110 12 63
   110 13 66
   110 14 90
   110 15 30
   110 16 94
   110 17 2
   110 18 87
   110 19 37
   110 20 31
   110 21 8
   110 22 51
   110 23 13
   110 24 52
   110 25 67
   110 26 3
   110 27 54
   110 28 78
   110 29 35
   110 30 51
   110 31 8
   110 32 3
   110 33 49
   110 34 100
   110 35 44
   110 36 37
   110 37 78
   110 38 93
   110 39 94
   110 40 84
   110 41 65
   110 42 17
   110 43 40
   110 44 24
   110 45 8
   110 46 16
   110 47 85
   110 48 27
   110 49 48
   110 50 92
   110 51 16
   110 52 83
   110 53 64
   110 54 81
   110 55 95
   110 56 91
   110 57 91
   110 58 84
   110 59 60
   110 60 88
   110 61 56
   110 62 69
   110 63 78
   110 64 40
   110 65 24
   110 66 83
   110 67 8
   110 68 2
   110 69 64
   110 70 24
   110 71 47
   110 72 89
   110 73 30
   110 74 9
   110 75 6
   110 76 84
   110 77 59
   110 78 72
   110 79 75
   110 80 69
   110 81 53
   110 82 47
   110 83 84
   110 84 60
   110 85 95
   110 86 33
   110 87 4
   110 88 73
   110 89 46
   110 90 39
   110 91 46
   110 92 59
   110 93 90
   110 94 90
   110 95 5
   110 96 54
   110 97 57
   110 98 36
   110 99 24
   110 100 38
   111 1 20
   111 2 47
   111 3 31
   111 4 49
   111 5 75
   111 6 76
   111 7 66
   111 8 15
   111 9 1
   111 10 30
   111 11 22
   111 12 3
   111 13 2
   111 14 29
   111 15 14
   111 16 17
   111 17 32
   111 18 95
   111 19 63
   111 20 16
   111 21 33
   111 22 100
   111 23 5
   111 24 35
   111 25 83
   111 26 21
   111 27 77
   111 28 73
   111 29 59
   111 30 41
   111 31 69
   111 32 93
   111 33 68
   111 34 43
   111 35 44
   111 36 48
   111 37 7
   111 38 24
   111 39 69
   111 40 9
   111 41 16
   111 42 27
   111 43 84
   111 44 78
   111 45 66
   111 46 29
   111 47 59
   111 48 37
   111 49 17
   111 50 49
   111 51 43
   111 52 2
   111 53 47
   111 54 93
   111 55 81
   111 56 36
   111 57 70
   111 58 100
   111 59 67
   111 60 74
   111 61 54
   111 62 61
   111 63 16
   111 64 32
   111 65 98
   111 66 31
   111 67 58
   111 68 89
   111 69 20
   111 70 29
   111 71 54
   111 72 57
   111 73 84
   111 74 76
   111 75 16
   111 76 67
   111 77 48
   111 78 55
   111 79 2
   111 80 47
   111 81 32
   111 82 23
   111 83 25
   111 84 9
   111 85 63
   111 86 38
   111 87 37
   111 88 31
   111 89 76
   111 90 91
   111 91 17
   111 92 96
   111 93 51
   111 94 82
   111 95 97
   111 96 63
   111 97 7
   111 98 88
   111 99 93
   111 100 31
   112 1 58
   112 2 2
   112 3 32
   112 4 48
   112 5 30
   112 6 37
   112 7 66
   112 8 8
   112 9 65
   112 10 13
   112 11 37
   112 12 2
   112 13 62
   112 14 92
   112 15 80
   112 16 24
   112 17 26
   112 18 65
   112 19 31
   112 20 15
   112 21 32
   112 22 89
   112 23 23
   112 24 77
   112 25 12
   112 26 71
   112 27 33
   112 28 78
   112 29 18
   112 30 11
   112 31 99
   112 32 83
   112 33 4
   112 34 13
   112 35 52
   112 36 77
   112 37 34
   112 38 6
   112 39 74
   112 40 67
   112 41 65
   112 42 78
   112 43 67
   112 44 86
   112 45 43
   112 46 34
   112 47 64
   112 48 42
   112 49 8
   112 50 29
   112 51 98
   112 52 16
   112 53 32
   112 54 25
   112 55 89
   112 56 83
   112 57 97
   112 58 44
   112 59 78
   112 60 55
   112 61 63
   112 62 63
   112 63 92
   112 64 38
   112 65 54
   112 66 39
   112 67 76
   112 68 94
   112 69 66
   112 70 2
   112 71 34
   112 72 33
   112 73 14
   112 74 51
   112 75 87
   112 76 35
   112 77 43
   112 78 58
   112 79 90
   112 80 40
   112 81 85
   112 82 25
   112 83 62
   112 84 29
   112 85 90
   112 86 70
   112 87 10
   112 88 26
   112 89 41
   112 90 95
   112 91 46
   112 92 9
   112 93 19
   112 94 61
   112 95 27
   112 96 64
   112 97 90
   112 98 46
   112 99 47
   112 100 40
   113 1 87
   113 2 54
   113 3 27
   113 4 15
   113 5 40
   113 6 27
   113 7 33
   113 8 78
   113 9 35
   113 10 86
   113 11 72
   113 12 10
   113 13 17
   113 14 99
   113 15 9
   113 16 65
   113 17 42
   113 18 84
   113 19 40
   113 20 20
   113 21 74
   113 22 76
   113 23 67
   113 24 21
   113 25 7
   113 26 13
   113 27 63
   113 28 84
   113 29 9
   113 30 1
   113 31 67
   113 32 17
   113 33 41
   113 34 5
   113 35 91
   113 36 1
   113 37 21
   113 38 52
   113 39 7
   113 40 38
   113 41 27
   113 42 34
   113 43 29
   113 44 48
   113 45 47
   113 46 36
   113 47 69
   113 48 98
   113 49 54
   113 50 67
   113 51 43
   113 52 6
   113 53 88
   113 54 32
   113 55 90
   113 56 35
   113 57 39
   113 58 60
   113 59 35
   113 60 22
   113 61 60
   113 62 100
   113 63 47
   113 64 2
   113 65 51
   113 66 42
   113 67 48
   113 68 2
   113 69 100
   113 70 60
   113 71 29
   113 72 77
   113 73 44
   113 74 41
   113 75 28
   113 76 94
   113 77 25
   113 78 76
   113 79 40
   113 80 65
   113 81 16
   113 82 2
   113 83 84
   113 84 9
   113 85 20
   113 86 52
   113 87 10
   113 88 22
   113 89 18
   113 90 83
   113 91 86
   113 92 17
   113 93 95
   113 94 24
   113 95 52
   113 96 13
   113 97 11
   113 98 9
   113 99 62
   113 100 2
   114 1 49
   114 2 20
   114 3 85
   114 4 71
   114 5 15
   114 6 55
   114 7 2
   114 8 9
   114 9 26
   114 10 83
   114 11 41
   114 12 89
   114 13 78
   114 14 51
   114 15 56
   114 16 23
   114 17 3
   114 18 87
   114 19 1
   114 20 26
   114 21 20
   114 22 86
   114 23 58
   114 24 77
   114 25 76
   114 26 1
   114 27 15
   114 28 21
   114 29 98
   114 30 44
   114 31 74
   114 32 76
   114 33 88
   114 34 73
   114 35 44
   114 36 10
   114 37 38
   114 38 46
   114 39 72
   114 40 74
   114 41 54
   114 42 36
   114 43 56
   114 44 18
   114 45 46
   114 46 39
   114 47 69
   114 48 98
   114 49 77
   114 50 78
   114 51 26
   114 52 59
   114 53 68
   114 54 29
   114 55 34
   114 56 46
   114 57 53
   114 58 37
   114 59 32
   114 60 17
   114 61 60
   114 62 77
   114 63 52
   114 64 8
   114 65 53
   114 66 64
   114 67 28
   114 68 76
   114 69 68
   114 70 33
   114 71 40
   114 72 93
   114 73 95
   114 74 17
   114 75 91
   114 76 16
   114 77 3
   114 78 45
   114 79 61
   114 80 26
   114 81 37
   114 82 24
   114 83 84
   114 84 58
   114 85 22
   114 86 3
   114 87 88
   114 88 92
   114 89 22
   114 90 75
   114 91 22
   114 92 88
   114 93 16
   114 94 69
   114 95 16
   114 96 12
   114 97 99
   114 98 33
   114 99 35
   114 100 26
   115 1 73
   115 2 9
   115 3 71
   115 4 10
   115 5 24
   115 6 36
   115 7 5
   115 8 55
   115 9 42
   115 10 51
   115 11 62
   115 12 48
   115 13 97
   115 14 15
   115 15 24
   115 16 57
   115 17 56
   115 18 82
   115 19 51
   115 20 78
   115 21 99
   115 22 24
   115 23 13
   115 24 65
   115 25 79
   115 26 98
   115 27 86
   115 28 21
   115 29 76
   115 30 34
   115 31 78
   115 32 79
   115 33 87
   115 34 63
   115 35 77
   115 36 31
   115 37 11
   115 38 69
   115 39 66
   115 40 47
   115 41 1
   115 42 41
   115 43 61
   115 44 43
   115 45 62
   115 46 31
   115 47 91
   115 48 73
   115 49 26
   115 50 46
   115 51 38
   115 52 48
   115 53 13
   115 54 89
   115 55 64
   115 56 51
   115 57 94
   115 58 48
   115 59 21
   115 60 1
   115 61 67
   115 62 17
   115 63 100
   115 64 71
   115 65 8
   115 66 16
   115 67 38
   115 68 61
   115 69 57
   115 70 7
   115 71 97
   115 72 49
   115 73 7
   115 74 95
   115 75 58
   115 76 71
   115 77 9
   115 78 98
   115 79 31
   115 80 91
   115 81 45
   115 82 75
   115 83 46
   115 84 22
   115 85 24
   115 86 72
   115 87 50
   115 88 30
   115 89 20
   115 90 53
   115 91 51
   115 92 73
   115 93 49
   115 94 40
   115 95 94
   115 96 5
   115 97 45
   115 98 74
   115 99 14
   115 100 98
   116 1 76
   116 2 63
   116 3 15
   116 4 6
   116 5 39
   116 6 1
   116 7 30
   116 8 71
   116 9 50
   116 10 57
   116 11 100
   116 12 41
   116 13 1
   116 14 36
   116 15 68
   116 16 14
   116 17 55
   116 18 6
   116 19 36
   116 20 5
   116 21 54
   116 22 94
   116 23 68
   116 24 10
   116 25 6
   116 26 79
   116 27 17
   116 28 86
   116 29 29
   116 30 63
   116 31 68
   116 32 41
   116 33 56
   116 34 3
   116 35 33
   116 36 8
   116 37 69
   116 38 16
   116 39 32
   116 40 62
   116 41 63
   116 42 35
   116 43 1
   116 44 75
   116 45 38
   116 46 17
   116 47 53
   116 48 83
   116 49 74
   116 50 47
   116 51 99
   116 52 83
   116 53 2
   116 54 91
   116 55 84
   116 56 58
   116 57 20
   116 58 26
   116 59 81
   116 60 99
   116 61 53
   116 62 2
   116 63 77
   116 64 44
   116 65 19
   116 66 70
   116 67 46
   116 68 47
   116 69 23
   116 70 55
   116 71 11
   116 72 89
   116 73 4
   116 74 3
   116 75 3
   116 76 14
   116 77 41
   116 78 5
   116 79 95
   116 80 39
   116 81 18
   116 82 34
   116 83 36
   116 84 27
   116 85 67
   116 86 51
   116 87 18
   116 88 40
   116 89 87
   116 90 27
   116 91 69
   116 92 3
   116 93 59
   116 94 11
   116 95 1
   116 96 8
   116 97 89
   116 98 84
   116 99 49
   116 100 13
   117 1 56
   117 2 16
   117 3 61
   117 4 58
   117 5 97
   117 6 100
   117 7 90
   117 8 18
   117 9 45
   117 10 86
   117 11 47
   117 12 27
   117 13 3
   117 14 70
   117 15 51
   117 16 14
   117 17 10
   117 18 81
   117 19 47
   117 20 87
   117 21 42
   117 22 46
   117 23 48
   117 24 30
   117 25 11
   117 26 88
   117 27 3
   117 28 53
   117 29 87
   117 30 59
   117 31 67
   117 32 82
   117 33 94
   117 34 47
   117 35 56
   117 36 99
   117 37 53
   117 38 25
   117 39 27
   117 40 40
   117 41 67
   117 42 48
   117 43 17
   117 44 47
   117 45 52
   117 46 25
   117 47 11
   117 48 2
   117 49 17
   117 50 15
   117 51 13
   117 52 55
   117 53 19
   117 54 3
   117 55 39
   117 56 71
   117 57 61
   117 58 95
   117 59 74
   117 60 40
   117 61 65
   117 62 75
   117 63 28
   117 64 44
   117 65 25
   117 66 81
   117 67 67
   117 68 25
   117 69 16
   117 70 16
   117 71 93
   117 72 62
   117 73 29
   117 74 2
   117 75 68
   117 76 42
   117 77 7
   117 78 25
   117 79 63
   117 80 33
   117 81 47
   117 82 59
   117 83 73
   117 84 62
   117 85 39
   117 86 68
   117 87 4
   117 88 32
   117 89 92
   117 90 94
   117 91 13
   117 92 69
   117 93 30
   117 94 12
   117 95 38
   117 96 11
   117 97 96
   117 98 17
   117 99 16
   117 100 81
   118 1 83
   118 2 98
   118 3 13
   118 4 21
   118 5 62
   118 6 73
   118 7 40
   118 8 90
   118 9 89
   118 10 45
   118 11 34
   118 12 83
   118 13 30
   118 14 48
   118 15 49
   118 16 27
   118 17 36
   118 18 60
   118 19 33
   118 20 100
   118 21 42
   118 22 23
   118 23 21
   118 24 100
   118 25 84
   118 26 87
   118 27 70
   118 28 1
   118 29 66
   118 30 39
   118 31 22
   118 32 65
   118 33 95
   118 34 37
   118 35 92
   118 36 27
   118 37 27
   118 38 13
   118 39 83
   118 40 79
   118 41 77
   118 42 64
   118 43 24
   118 44 39
   118 45 45
   118 46 79
   118 47 46
   118 48 44
   118 49 90
   118 50 69
   118 51 69
   118 52 46
   118 53 42
   118 54 55
   118 55 51
   118 56 49
   118 57 83
   118 58 50
   118 59 23
   118 60 69
   118 61 4
   118 62 61
   118 63 29
   118 64 20
   118 65 70
   118 66 56
   118 67 18
   118 68 52
   118 69 43
   118 70 68
   118 71 79
   118 72 35
   118 73 17
   118 74 86
   118 75 63
   118 76 54
   118 77 87
   118 78 71
   118 79 12
   118 80 84
   118 81 55
   118 82 96
   118 83 21
   118 84 36
   118 85 16
   118 86 88
   118 87 53
   118 88 47
   118 89 12
   118 90 53
   118 91 64
   118 92 91
   118 93 74
   118 94 72
   118 95 99
   118 96 52
   118 97 79
   118 98 51
   118 99 45
   118 100 19
   119 1 62
   119 2 55
   119 3 54
   119 4 1
   119 5 10
   119 6 19
   119 7 58
   119 8 86
   119 9 14
   119 10 65
   119 11 9
   119 12 11
   119 13 51
   119 14 43
   119 15 87
   119 16 24
   119 17 89
   119 18 26
   119 19 2
   119 20 48
   119 21 7
   119 22 50
   119 23 51
   119 24 43
   119 25 93
   119 26 59
   119 27 76
   119 28 35
   119 29 41
   119 30 77
   119 31 6
   119 32 57
   119 33 70
   119 34 77
   119 35 28
   119 36 93
   119 37 11
   119 38 25
   119 39 18
   119 40 33
   119 41 59
   119 42 66
   119 43 52
   119 44 26
   119 45 35
   119 46 22
   119 47 60
   119 48 32
   119 49 18
   119 50 94
   119 51 34
   119 52 43
   119 53 34
   119 54 32
   119 55 81
   119 56 52
   119 57 79
   119 58 22
   119 59 10
   119 60 68
   119 61 60
   119 62 96
   119 63 83
   119 64 95
   119 65 37
   119 66 30
   119 67 35
   119 68 63
   119 69 82
   119 70 17
   119 71 83
   119 72 40
   119 73 85
   119 74 24
   119 75 57
   119 76 64
   119 77 48
   119 78 15
   119 79 17
   119 80 84
   119 81 73
   119 82 6
   119 83 89
   119 84 89
   119 85 2
   119 86 20
   119 87 72
   119 88 84
   119 89 3
   119 90 35
   119 91 31
   119 92 34
   119 93 2
   119 94 87
   119 95 78
   119 96 31
   119 97 15
   119 98 70
   119 99 40
   119 100 57
   120 1 60
   120 2 69
   120 3 31
   120 4 76
   120 5 58
   120 6 3
   120 7 17
   120 8 26
   120 9 35
   120 10 93
   120 11 5
   120 12 51
   120 13 91
   120 14 31
   120 15 50
   120 16 99
   120 17 77
   120 18 13
   120 19 69
   120 20 70
   120 21 26
   120 22 84
   120 23 75
   120 24 98
   120 25 42
   120 26 86
   120 27 64
   120 28 17
   120 29 90
   120 30 99
   120 31 94
   120 32 38
   120 33 100
   120 34 48
   120 35 30
   120 36 76
   120 37 76
   120 38 98
   120 39 59
   120 40 13
   120 41 2
   120 42 2
   120 43 5
   120 44 68
   120 45 80
   120 46 72
   120 47 63
   120 48 45
   120 49 38
   120 50 95
   120 51 96
   120 52 18
   120 53 60
   120 54 21
   120 55 85
   120 56 5
   120 57 47
   120 58 63
   120 59 25
   120 60 97
   120 61 74
   120 62 75
   120 63 85
   120 64 18
   120 65 16
   120 66 92
   120 67 92
   120 68 90
   120 69 63
   120 70 75
   120 71 52
   120 72 33
   120 73 90
   120 74 78
   120 75 47
   120 76 86
   120 77 31
   120 78 93
   120 79 91
   120 80 60
   120 81 26
   120 82 74
   120 83 90
   120 84 47
   120 85 1
   120 86 85
   120 87 98
   120 88 23
   120 89 39
   120 90 92
   120 91 45
   120 92 43
   120 93 4
   120 94 82
   120 95 2
   120 96 37
   120 97 69
   120 98 4
   120 99 61
   120 100 20
   121 1 48
   121 2 82
   121 3 37
   121 4 98
   121 5 37
   121 6 49
   121 7 44
   121 8 5
   121 9 44
   121 10 7
   121 11 34
   121 12 15
   121 13 50
   121 14 59
   121 15 45
   121 16 34
   121 17 34
   121 18 13
   121 19 18
   121 20 32
   121 21 73
   121 22 37
   121 23 29
   121 24 69
   121 25 96
   121 26 86
   121 27 85
   121 28 38
   121 29 38
   121 30 25
   121 31 30
   121 32 31
   121 33 9
   121 34 1
   121 35 35
   121 36 83
   121 37 41
   121 38 20
   121 39 86
   121 40 54
   121 41 22
   121 42 20
   121 43 91
   121 44 38
   121 45 99
   121 46 70
   121 47 2
   121 48 69
   121 49 87
   121 50 29
   121 51 18
   121 52 12
   121 53 19
   121 54 87
   121 55 72
   121 56 76
   121 57 14
   121 58 68
   121 59 47
   121 60 43
   121 61 19
   121 62 45
   121 63 40
   121 64 100
   121 65 90
   121 66 54
   121 67 64
   121 68 81
   121 69 74
   121 70 69
   121 71 11
   121 72 86
   121 73 6
   121 74 81
   121 75 34
   121 76 67
   121 77 86
   121 78 93
   121 79 79
   121 80 7
   121 81 38
   121 82 91
   121 83 9
   121 84 89
   121 85 42
   121 86 99
   121 87 38
   121 88 42
   121 89 34
   121 90 25
   121 91 23
   121 92 73
   121 93 56
   121 94 23
   121 95 98
   121 96 64
   121 97 38
   121 98 49
   121 99 15
   121 100 23
   122 1 62
   122 2 41
   122 3 61
   122 4 68
   122 5 90
   122 6 21
   122 7 32
   122 8 57
   122 9 62
   122 10 16
   122 11 50
   122 12 10
   122 13 28
   122 14 98
   122 15 19
   122 16 45
   122 17 60
   122 18 50
   122 19 35
   122 20 71
   122 21 80
   122 22 21
   122 23 100
   122 24 38
   122 25 56
   122 26 65
   122 27 65
   122 28 30
   122 29 96
   122 30 49
   122 31 33
   122 32 87
   122 33 26
   122 34 85
   122 35 66
   122 36 46
   122 37 47
   122 38 49
   122 39 1
   122 40 11
   122 41 77
   122 42 81
   122 43 66
   122 44 59
   122 45 3
   122 46 40
   122 47 22
   122 48 48
   122 49 25
   122 50 55
   122 51 23
   122 52 28
   122 53 2
   122 54 53
   122 55 40
   122 56 66
   122 57 20
   122 58 29
   122 59 82
   122 60 35
   122 61 86
   122 62 86
   122 63 63
   122 64 99
   122 65 63
   122 66 19
   122 67 91
   122 68 57
   122 69 16
   122 70 68
   122 71 97
   122 72 89
   122 73 72
   122 74 9
   122 75 20
   122 76 59
   122 77 87
   122 78 42
   122 79 13
   122 80 61
   122 81 93
   122 82 24
   122 83 54
   122 84 45
   122 85 16
   122 86 60
   122 87 92
   122 88 64
   122 89 85
   122 90 68
   122 91 10
   122 92 6
   122 93 50
   122 94 99
   122 95 44
   122 96 75
   122 97 35
   122 98 82
   122 99 21
   122 100 26
   123 1 41
   123 2 92
   123 3 86
   123 4 17
   123 5 23
   123 6 50
   123 7 17
   123 8 88
   123 9 48
   123 10 29
   123 11 53
   123 12 88
   123 13 91
   123 14 35
   123 15 77
   123 16 12
   123 17 22
   123 18 76
   123 19 41
   123 20 86
   123 21 40
   123 22 86
   123 23 63
   123 24 74
   123 25 39
   123 26 24
   123 27 68
   123 28 30
   123 29 90
   123 30 12
   123 31 82
   123 32 68
   123 33 49
   123 34 22
   123 35 22
   123 36 43
   123 37 15
   123 38 83
   123 39 62
   123 40 52
   123 41 75
   123 42 65
   123 43 47
   123 44 85
   123 45 95
   123 46 74
   123 47 1
   123 48 90
   123 49 72
   123 50 87
   123 51 27
   123 52 71
   123 53 13
   123 54 48
   123 55 65
   123 56 27
   123 57 73
   123 58 65
   123 59 6
   123 60 30
   123 61 33
   123 62 35
   123 63 33
   123 64 88
   123 65 27
   123 66 92
   123 67 24
   123 68 6
   123 69 42
   123 70 89
   123 71 98
   123 72 8
   123 73 71
   123 74 92
   123 75 63
   123 76 87
   123 77 40
   123 78 62
   123 79 14
   123 80 44
   123 81 76
   123 82 62
   123 83 63
   123 84 21
   123 85 55
   123 86 61
   123 87 60
   123 88 75
   123 89 32
   123 90 46
   123 91 55
   123 92 5
   123 93 93
   123 94 15
   123 95 18
   123 96 30
   123 97 63
   123 98 90
   123 99 98
   123 100 72
   124 1 16
   124 2 64
   124 3 62
   124 4 18
   124 5 85
   124 6 55
   124 7 58
   124 8 27
   124 9 88
   124 10 54
   124 11 12
   124 12 18
   124 13 67
   124 14 4
   124 15 71
   124 16 43
   124 17 16
   124 18 92
   124 19 15
   124 20 84
   124 21 72
   124 22 23
   124 23 69
   124 24 17
   124 25 82
   124 26 77
   124 27 31
   124 28 28
   124 29 77
   124 30 37
   124 31 25
   124 32 70
   124 33 2
   124 34 59
   124 35 57
   124 36 5
   124 37 86
   124 38 89
   124 39 52
   124 40 99
   124 41 1
   124 42 66
   124 43 27
   124 44 89
   124 45 71
   124 46 40
   124 47 77
   124 48 85
   124 49 66
   124 50 78
   124 51 32
   124 52 41
   124 53 22
   124 54 83
   124 55 15
   124 56 32
   124 57 7
   124 58 53
   124 59 81
   124 60 26
   124 61 94
   124 62 7
   124 63 46
   124 64 62
   124 65 6
   124 66 98
   124 67 10
   124 68 75
   124 69 49
   124 70 87
   124 71 63
   124 72 50
   124 73 78
   124 74 23
   124 75 12
   124 76 56
   124 77 68
   124 78 40
   124 79 46
   124 80 59
   124 81 14
   124 82 97
   124 83 74
   124 84 33
   124 85 77
   124 86 92
   124 87 28
   124 88 34
   124 89 94
   124 90 76
   124 91 15
   124 92 75
   124 93 42
   124 94 79
   124 95 60
   124 96 12
   124 97 88
   124 98 94
   124 99 78
   124 100 43
   125 1 34
   125 2 74
   125 3 87
   125 4 66
   125 5 98
   125 6 99
   125 7 22
   125 8 51
   125 9 24
   125 10 64
   125 11 37
   125 12 10
   125 13 51
   125 14 29
   125 15 48
   125 16 95
   125 17 72
   125 18 54
   125 19 51
   125 20 7
   125 21 69
   125 22 31
   125 23 91
   125 24 26
   125 25 24
   125 26 43
   125 27 91
   125 28 43
   125 29 91
   125 30 27
   125 31 90
   125 32 36
   125 33 84
   125 34 69
   125 35 5
   125 36 80
   125 37 45
   125 38 27
   125 39 16
   125 40 32
   125 41 30
   125 42 60
   125 43 84
   125 44 83
   125 45 48
   125 46 85
   125 47 13
   125 48 45
   125 49 74
   125 50 58
   125 51 96
   125 52 27
   125 53 13
   125 54 93
   125 55 44
   125 56 43
   125 57 40
   125 58 61
   125 59 60
   125 60 94
   125 61 97
   125 62 76
   125 63 35
   125 64 66
   125 65 31
   125 66 4
   125 67 87
   125 68 8
   125 69 64
   125 70 30
   125 71 75
   125 72 18
   125 73 77
   125 74 11
   125 75 32
   125 76 43
   125 77 63
   125 78 62
   125 79 1
   125 80 66
   125 81 78
   125 82 2
   125 83 21
   125 84 36
   125 85 42
   125 86 72
   125 87 93
   125 88 88
   125 89 99
   125 90 32
   125 91 86
   125 92 50
   125 93 49
   125 94 39
   125 95 94
   125 96 88
   125 97 91
   125 98 66
   125 99 98
   125 100 57
   126 1 9
   126 2 91
   126 3 39
   126 4 34
   126 5 79
   126 6 29
   126 7 9
   126 8 50
   126 9 29
   126 10 69
   126 11 70
   126 12 25
   126 13 28
   126 14 51
   126 15 41
   126 16 70
   126 17 58
   126 18 20
   126 19 93
   126 20 64
   126 21 20
   126 22 40
   126 23 79
   126 24 85
   126 25 87
   126 26 23
   126 27 39
   126 28 2
   126 29 91
   126 30 93
   126 31 70
   126 32 96
   126 33 49
   126 34 34
   126 35 1
   126 36 25
   126 37 93
   126 38 13
   126 39 77
   126 40 26
   126 41 82
   126 42 4
   126 43 54
   126 44 85
   126 45 81
   126 46 29
   126 47 11
   126 48 52
   126 49 1
   126 50 37
   126 51 18
   126 52 5
   126 53 42
   126 54 38
   126 55 80
   126 56 43
   126 57 34
   126 58 88
   126 59 83
   126 60 68
   126 61 21
   126 62 21
   126 63 18
   126 64 30
   126 65 55
   126 66 72
   126 67 78
   126 68 70
   126 69 60
   126 70 97
   126 71 38
   126 72 41
   126 73 81
   126 74 60
   126 75 61
   126 76 35
   126 77 49
   126 78 34
   126 79 28
   126 80 94
   126 81 93
   126 82 77
   126 83 47
   126 84 55
   126 85 88
   126 86 32
   126 87 13
   126 88 73
   126 89 98
   126 90 70
   126 91 12
   126 92 15
   126 93 38
   126 94 1
   126 95 93
   126 96 15
   126 97 35
   126 98 40
   126 99 97
   126 100 47
   127 1 55
   127 2 22
   127 3 60
   127 4 85
   127 5 33
   127 6 54
   127 7 64
   127 8 29
   127 9 78
   127 10 67
   127 11 93
   127 12 16
   127 13 64
   127 14 33
   127 15 63
   127 16 17
   127 17 58
   127 18 83
   127 19 46
   127 20 88
   127 21 46
   127 22 12
   127 23 17
   127 24 47
   127 25 38
   127 26 22
   127 27 95
   127 28 60
   127 29 58
   127 30 3
   127 31 59
   127 32 3
   127 33 53
   127 34 39
   127 35 32
   127 36 65
   127 37 4
   127 38 80
   127 39 39
   127 40 26
   127 41 37
   127 42 89
   127 43 55
   127 44 36
   127 45 1
   127 46 44
   127 47 35
   127 48 60
   127 49 68
   127 50 55
   127 51 2
   127 52 31
   127 53 63
   127 54 56
   127 55 62
   127 56 87
   127 57 84
   127 58 19
   127 59 55
   127 60 11
   127 61 79
   127 62 24
   127 63 5
   127 64 22
   127 65 85
   127 66 92
   127 67 39
   127 68 40
   127 69 74
   127 70 5
   127 71 52
   127 72 5
   127 73 62
   127 74 39
   127 75 57
   127 76 33
   127 77 80
   127 78 63
   127 79 35
   127 80 93
   127 81 35
   127 82 76
   127 83 84
   127 84 33
   127 85 86
   127 86 76
   127 87 82
   127 88 73
   127 89 75
   127 90 68
   127 91 22
   127 92 23
   127 93 12
   127 94 1
   127 95 38
   127 96 10
   127 97 29
   127 98 45
   127 99 80
   127 100 23
   128 1 82
   128 2 85
   128 3 92
   128 4 75
   128 5 77
   128 6 31
   128 7 39
   128 8 54
   128 9 13
   128 10 9
   128 11 64
   128 12 40
   128 13 49
   128 14 29
   128 15 75
   128 16 75
   128 17 35
   128 18 85
   128 19 12
   128 20 90
   128 21 76
   128 22 18
   128 23 76
   128 24 1
   128 25 84
   128 26 63
   128 27 23
   128 28 100
   128 29 20
   128 30 1
   128 31 65
   128 32 71
   128 33 5
   128 34 65
   128 35 8
   128 36 79
   128 37 66
   128 38 81
   128 39 91
   128 40 18
   128 41 97
   128 42 48
   128 43 30
   128 44 70
   128 45 82
   128 46 25
   128 47 35
   128 48 53
   128 49 85
   128 50 31
   128 51 25
   128 52 64
   128 53 15
   128 54 59
   128 55 4
   128 56 39
   128 57 51
   128 58 41
   128 59 47
   128 60 2
   128 61 35
   128 62 57
   128 63 30
   128 64 97
   128 65 36
   128 66 30
   128 67 32
   128 68 3
   128 69 23
   128 70 38
   128 71 21
   128 72 70
   128 73 7
   128 74 89
   128 75 43
   128 76 95
   128 77 17
   128 78 42
   128 79 41
   128 80 54
   128 81 30
   128 82 96
   128 83 6
   128 84 26
   128 85 15
   128 86 97
   128 87 64
   128 88 50
   128 89 11
   128 90 15
   128 91 44
   128 92 61
   128 93 2
   128 94 97
   128 95 67
   128 96 10
   128 97 44
   128 98 41
   128 99 82
   128 100 48
   129 1 4
   129 2 47
   129 3 19
   129 4 40
   129 5 86
   129 6 37
   129 7 82
   129 8 31
   129 9 58
   129 10 23
   129 11 78
   129 12 15
   129 13 33
   129 14 18
   129 15 27
   129 16 42
   129 17 4
   129 18 85
   129 19 57
   129 20 53
   129 21 95
   129 22 2
   129 23 97
   129 24 34
   129 25 36
   129 26 66
   129 27 41
   129 28 95
   129 29 69
   129 30 88
   129 31 28
   129 32 94
   129 33 46
   129 34 88
   129 35 82
   129 36 97
   129 37 58
   129 38 3
   129 39 23
   129 40 89
   129 41 5
   129 42 57
   129 43 47
   129 44 44
   129 45 94
   129 46 96
   129 47 21
   129 48 48
   129 49 97
   129 50 53
   129 51 46
   129 52 8
   129 53 100
   129 54 28
   129 55 97
   129 56 48
   129 57 53
   129 58 53
   129 59 16
   129 60 69
   129 61 50
   129 62 56
   129 63 58
   129 64 58
   129 65 13
   129 66 78
   129 67 20
   129 68 87
   129 69 13
   129 70 39
   129 71 77
   129 72 21
   129 73 53
   129 74 60
   129 75 33
   129 76 50
   129 77 45
